Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price to be sold at,Quantity sold,Tax 5%,Total,Date,Time,Payment,COGS,gross margin percentage(unit),gross profit,Rating
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,2/10/2019,12:50,Ewallet,34.81,53,39.26,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.2,1/28/2019,20:50,Credit card,136.83,51,142.41,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2/11/2019,10:39,Credit card,108.63,53,122.49,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,1/15/2019,13:41,Ewallet,47.05,68,99.99,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08,Cash,244.96,69,545.24,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,45.99,55,56.21,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,3/19/2019,11:30,Credit card,73.6,55,89.95,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78,1/13/2019,19:30,Cash,37.15,50,37.15,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,18:03,Cash,36.71,58,50.69,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,3/23/2019,10:13,Ewallet,12.39,51,12.9,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,Credit card,54.78,67,111.22,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.8,2/17/2019,19:57,Credit card,124.93,65,232.02,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.75,120.65,1/29/2019,10:01,Credit card,39.07,66,75.83,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.5,241.46,3/15/2019,11:57,Cash,94.28,59,135.68,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,1/14/2019,10:02,Cash,141.86,67,288.01,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2/6/2019,14:51,Ewallet,98.42,62,160.58,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,2/15/2019,12:42,Credit card,38.21,57,50.64,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,1/3/2019,12:02,Ewallet,76.69,63,130.58,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,1/4/2019,18:19,Credit card,227.94,62,371.91,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.27,299.57,3/18/2019,17:38,Ewallet,136.94,52,148.36,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,3/28/2019,13:41,Ewallet,41.91,54,49.2,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,3/2/2019,19:42,Credit card,359.03,60,538.54,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8,247.87,1/25/2019,20:24,Ewallet,94.43,60,141.64,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,1/16/2019,18:08,Cash,276.98,67,562.36,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,147.78,68,314.02,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,1/4/2019,13:24,Credit card,59.88,57,79.38,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,3/11/2019,15:53,Cash,76.69,63,130.58,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,3/22/2019,15:05,Credit card,6.03,67,12.25,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,3/24/2019,18:27,Cash,52.02,58,71.83,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.2,298.12,2/21/2019,16:55,Cash,113.57,60,170.35,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,2/12/2019,12:58,Ewallet,318.76,58,440.2,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.6,180.62,3/10/2019,18:59,Credit card,84.29,51,87.73,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.61,285.71,1/31/2019,13:44,Ewallet,84.35,69,187.75,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,3/6/2019,13:46,Ewallet,178.17,59,256.39,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62,2/17/2019,18:06,Cash,25.39,57,33.66,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2/21/2019,12:38,Cash,6.27,50,6.27,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.33,90.83,3/20/2019,15:56,Cash,27.68,68,58.82,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,1/11/2019,14:29,Credit card,61.01,65,113.31,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,1/26/2019,19:14,Ewallet,243.49,61,380.84,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,1/31/2019,16:24,Ewallet,69.67,53,78.57,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,266.66,51,277.54,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,3/11/2019,12:55,Ewallet,243.53,52,263.83,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,1/26/2019,19:28,Cash,55.33,66,107.41,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,3/12/2019,13:52,Credit card,14.3,55,17.47,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2/11/2019,10:54,Cash,272.45,64,484.36,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2/21/2019,18:31,Cash,147.64,50,147.64,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,202.57,61,316.83,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,1/20/2019,18:09,Ewallet,55.88,70,130.4,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.35,91.4,1/28/2019,15:16,Credit card,38.3,56,48.75,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,3/5/2019,17:07,Credit card,97.28,56,123.82,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.31,69.41,3/2/2019,19:26,Cash,25.12,62,40.98,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,1/11/2019,11:20,Ewallet,26.91,70,62.78,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,1/11/2019,16:49,Credit card,69.58,69,154.88,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,3/11/2019,12:01,Credit card,43.03,64,76.51,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,57.78,69,128.62,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,100.24,60,150.36,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2/2/2019,18:42,Credit card,277.86,63,473.1,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,1/1/2019,14:47,Cash,163.71,57,217.01,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,75.7,69,168.5,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.19,1/23/2019,14:04,Ewallet,36.78,59,52.92,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,1/7/2019,16:11,Credit card,93.26,70,217.62,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,1/14/2019,19:06,Credit card,173.88,66,337.54,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.9,2/2/2019,15:34,Ewallet,142.44,66,276.51,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.6,369.5,3/17/2019,19:06,Credit card,165.39,53,186.51,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,3/2/2019,19:44,Credit card,14.1,51,14.68,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,38.95,59,56.05,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,183.77,61,287.43,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137,1/29/2019,14:12,Cash,50.89,61,79.59,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.32,69.67,1/31/2019,10:46,Credit card,27.87,58,38.48,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2/5/2019,10:16,Ewallet,65.29,58,90.17,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,63.21,51,65.79,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2/7/2019,13:05,Credit card,118.69,55,145.07,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,3/19/2019,13:25,Ewallet,222.93,67,452.61,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,31.58,52,34.22,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,55.15,64,98.05,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,66.72,70,155.68,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2/26/2019,19:24,Ewallet,18.51,66,35.94,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,296.18,57,392.62,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,3/14/2019,17:22,Credit card,66.68,53,75.2,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,268.56,64,477.44,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,1/5/2019,16:05,Credit card,110.35,61,172.61,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,149.27,58,206.13,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,3/6/2019,18:13,Ewallet,165.2,51,171.95,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,1/3/2019,19:17,Cash,19.01,55,23.23,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,1/7/2019,11:44,Credit card,71.73,63,122.13,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.2,25.26,1/27/2019,15:51,Cash,9.38,61,14.68,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2/26/2019,16:52,Ewallet,245.29,59,352.97,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,1/7/2019,20:52,Cash,104.09,69,231.7,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,69.82,68,148.38,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2/2/2019,13:23,Ewallet,179.39,53,202.29,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.5,745.4,3/20/2019,16:28,Cash,248.47,65,461.44,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,167.28,62,272.92,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2/15/2019,17:01,Credit card,240.66,57,319.02,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,17.39,53,19.61,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,1/6/2019,11:09,Cash,7.06,54,8.28,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,3/4/2019,15:02,Ewallet,293.5,51,305.48,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,3/12/2019,14:21,Cash,85.81,55,104.87,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,100.02,70,233.38,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.6,3/24/2019,14:49,Cash,33.69,55,41.17,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,1/31/2019,12:02,Cash,66.26,69,147.49,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,1/25/2019,13:30,Credit card,142.62,58,196.95,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2/3/2019,14:38,Cash,265.66,60,398.5,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,197.47,51,205.53,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.7,3/14/2019,17:20,Ewallet,70.18,64,124.77,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.6,2/18/2019,20:29,Cash,23.12,63,39.36,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,1/21/2019,10:00,Cash,24,67,48.72,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,3/13/2019,11:46,Ewallet,76.06,58,105.04,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,93.46,64,166.14,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,3/29/2019,14:44,Cash,34.61,70,80.75,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,1/10/2019,14:16,Ewallet,216.33,54,253.95,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12,252.04,1/25/2019,15:54,Cash,105.62,56,134.42,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,1/19/2019,10:21,Cash,36.33,59,52.28,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,1/2/2019,18:09,Credit card,77.86,61,121.78,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,3/12/2019,16:46,Credit card,15.6,60,23.41,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2/25/2019,15:31,Cash,17.99,63,30.62,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215,3/18/2019,17:15,Credit card,77.81,62,126.95,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2/23/2019,12:29,Cash,56.25,53,63.43,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,247.65,51,257.75,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,3/30/2019,13:22,Cash,95.75,66,185.86,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2/17/2019,17:09,Cash,248.61,65,461.71,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,3/21/2019,10:40,Ewallet,26.22,67,53.22,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,3/5/2019,17:43,Cash,49.15,70,114.67,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,1/31/2019,14:04,Cash,148.67,69,330.91,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2/5/2019,19:05,Ewallet,56.85,59,81.81,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.56,74.71,2/1/2019,10:08,Credit card,34.86,51,36.29,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,7,146.95,3/7/2019,13:12,Cash,41.99,70,97.97,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.07,820.37,2/10/2019,20:51,Cash,296.89,62,484.41,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2/14/2019,17:29,Cash,67.57,66,131.17,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.4,2/9/2019,10:25,Cash,30.36,52,32.88,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.65,1/10/2019,11:34,Cash,179.5,52,194.45,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,3/11/2019,18:58,Credit card,76.85,63,130.84,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2/18/2019,16:28,Ewallet,75.8,57,100.48,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2/26/2019,20:26,Cash,88.74,57,117.63,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,1/18/2019,15:08,Cash,19.71,50,19.71,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,2/15/2019,18:03,Ewallet,32.96,64,58.6,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,3/8/2019,13:21,Cash,114.27,63,194.58,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,1/17/2019,12:48,Credit card,47.77,63,81.35,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,3/12/2019,19:53,Ewallet,148.56,62,242.4,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.95,523.85,3/9/2019,19:09,Cash,189.58,62,309.32,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,3/12/2019,16:30,Cash,135.73,64,241.31,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,1/25/2019,10:11,Credit card,65.45,68,139.07,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,3/25/2019,13:07,Cash,61.08,58,84.36,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2/7/2019,18:48,Cash,91.16,54,107.02,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.94,103.64,2/17/2019,17:27,Credit card,30.6,69,68.1,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2/3/2019,15:59,Cash,165.59,57,219.51,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,3/14/2019,11:21,Credit card,14.56,69,32.4,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.68,77.18,3/24/2019,13:48,Ewallet,24.99,66,48.51,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,3/21/2019,10:17,Credit card,62.59,56,79.66,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,220.03,68,467.57,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.09,2/24/2019,13:02,Cash,128.65,63,219.05,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.1,3/28/2019,12:58,Credit card,52.89,63,90.06,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2/5/2019,15:26,Credit card,138.74,64,246.64,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2/10/2019,18:23,Credit card,72.14,50,72.14,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,3/5/2019,19:06,Ewallet,176.31,55,215.48,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565.22,2/15/2019,20:21,Cash,204.55,62,333.75,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,1/30/2019,16:24,Ewallet,198.91,59,286.24,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.7,140.65,2/14/2019,15:04,Cash,64.3,52,69.65,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2/27/2019,16:10,Ewallet,210.41,70,490.96,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.6,75.55,2/4/2019,12:14,Cash,28.06,61,43.89,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,242.76,66,471.24,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,3/28/2019,17:38,Cash,56.46,69,125.68,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,56.7,58,78.3,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,317.76,68,675.24,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,1/26/2019,18:22,Cash,123.02,66,238.81,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,3/14/2019,19:02,Credit card,145.58,62,237.53,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,99.63,59,143.37,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,3/4/2019,15:44,Cash,14.21,53,16.03,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,1/7/2019,12:20,Credit card,153.32,57,203.24,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.78,394.28,3/8/2019,20:01,Credit card,112.65,70,262.85,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,477.2,50,477.2,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.13,86.63,3/1/2019,15:40,Ewallet,28.88,65,53.63,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,78.72,3/16/2019,16:58,Cash,28.49,62,46.48,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,2/17/2019,11:12,Credit card,304.41,53,343.27,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,2/27/2019,15:12,Cash,264.52,65,491.24,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.98,209.56,3/7/2019,20:37,Ewallet,63.87,68,135.71,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,1/21/2019,17:44,Cash,166.94,62,272.38,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,2/19/2019,16:23,Cash,80.83,51,84.13,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,1/6/2019,12:12,Cash,120.89,63,205.83,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,3/14/2019,19:33,Cash,193.99,58,267.89,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,3/24/2019,10:29,Cash,97.59,63,166.17,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,63.18,56,80.42,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203.18,3/6/2019,12:46,Credit card,69.66,64,123.84,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2/2/2019,19:40,Cash,84.56,54,99.26,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128.02,1/25/2019,19:39,Credit card,48.77,60,73.15,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,3/14/2019,17:54,Ewallet,185.09,56,235.57,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.62,265.1,1/29/2019,12:25,Cash,106.04,58,146.44,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,1/3/2019,16:47,Credit card,127.47,62,207.98,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,1/14/2019,12:52,Ewallet,178.9,63,304.61,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,1/5/2019,19:50,Credit card,108.26,66,210.16,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,2/22/2019,18:17,Ewallet,327.53,51,340.9,8.7
